MaritalStatus,age,edu_status,jznx,sqjkqx,xykpjsy6m,num_card,lsyq,zsjll,zsmll,cshk,sxze,wdhj,bdfc,yqsj,yjfzhke,zwze,kzpsr,yjsr,dizhi,zhiye,yhls,susong,spsxed,yq
离异,m,高中,h,4,0,0,no,0,0.5,1,0,否,是,0,0,0,0.21,0.3,y,y,1.808288771,否,4,0
未婚,t,本科,h,2,1.966160855,16,has,0.3,0.4,15,2.2300144,是,否,1,6,4.418840608,3.45,13.5,y,y,3.931825633,否,8,0
离异,t,专科,m,4,0,0,no,0.2,0.8,1,0,否,是,0,0,0,0.42,0.6,y,UN,3.617033644,否,4,1
未婚,y,高中,m,4,0.476855104,2,no,0,0,0.3,0.667829373,否,否,0,0,0.530628251,0.42,0.6,y,UN,3.617033644,否,4,1
已婚,y,高中,m,4,0,1,no,0,0,0.2,0.09531018,是,否,0,0,0.470003629,0.32,0.6,y,UN,0.587786665,否,3,1
离异,m,专科,m,4,1.280155765,8,no,0.15,0.3,0.6,1.980063098,是,是,0,0.66,3.988984047,1.02,2.4,y,y,2.833213344,是,6,1
未婚,m,本科,m,4,1.48790264,5.597058824,na,0,0,0.4,2.160844862,是,是,0.545454545,0,1.523880024,0.06,0.6,UN,UN,0.587786665,是,7,1
离异,m,专科,m,2,2.390046369,10,no,0.3,0.5,2,2.541609867,否,否,0,0,3.526360525,20,33,y,y,4.107589789,否,4,0
已婚,m,专科,h,2,0.301658939,5,no,0.45,0.7,5,0.693147181,否,是,0,1.13,4.131961426,1.15,3.23,y,y,2.970414466,否,6,0
已婚,e,初中,h,2,0,0,no,0.15,0.3,5,0,否,是,0,0,3.526360525,3.15,4.5,y,UN,3.210843653,否,8,0
已婚,y,本科,h,2,2.570281271,11,no,0.5,0.6,5,2.791165108,是,否,0,3.3,4.700480366,1.53,6.9,UN,UN,3.713572067,否,6,1
已婚,m,本科,h,2,1.764285492,5,no,0.35,0.7,10,3.650684215,是,是,0,4.9,4.672828834,16.1,30,y,UN,4.616110126,否,10,0
离异,m,专科,h,4,0,0,no,0,0,0.3,0,否,是,0,0,0,0.21,0.3,y,y,0.693147181,否,4,0
离异,m,本科,h,2,1.40233994,6,has,0.45,0.5,5,1.766441661,否,是,1,2,1.609437912,0.359,3.037,UN,y,2.533696814,否,6,0
未婚,t,专科,h,4,1.112942453,4,has,0,0.45,1,1.410986974,是,否,1,0.27,1.30833282,0.99,1.8,y,y,1.605751125,否,8,0
丧偶,e,本科,l,4,0.923742895,3,has,0,0,0.3,1.280933845,否,是,2,0,0.949725508,0.24,0.6,y,y,0.218733843,否,3,1
离异,t,本科,h,2,1.295055881,7,no,0.2,0.4,5,2.041220329,是,是,0,0.35,1.504077397,3.85,6,n,y,2.740840024,是,9,1
已婚,e,高中,m,2,0,0,no,0,0,0.2,0,否,否,0,0,0,0.1,0.4,y,UN,0.09531018,否,1,0
已婚,m,高中及以下,h,4,0,2,no,0.3,0.5,0.6,0.693147181,否,是,0,0.37,1.446918983,1.04,2.02,y,y,2.197224577,否,10,0
离异,m,本科,m,2,0.413830024,2,no,0,0,3,0.587786665,否,否,0,0,0.579978482,0.37,0.6,y,y,4.412798293,否,3,0
已婚,e,本科,h,2,0,0,no,0.3,0.45,5,0,是,是,0,1.6,4.189654742,5.14,9.2,UN,UN,3.610106773,否,20,0
已婚,t,本科,h,2,0.097489621,1,no,0,0,1,1.098612289,否,是,0,0,0,0.42,0.6,y,y,4.007333185,否,3,0
未婚,t,专科,m,4,0.001299156,4,no,0.15,0,0.6,0.644429514,是,是,0,0.86,0,1.24,3,y,y,1.386294361,是,8,1
已婚,t,专科,m,4,2.622463264,3,has,0.3,0,0.8,2.772588722,是,否,7,1.02,1.530394705,1.08,3,y,UN,2.564949357,是,8,1
已婚,t,本科,h,2,1.161305358,6,has,0.225,0.4,5,3.555348061,是,否,1,0.68,1.85629799,1.09,2.54,y,y,2.079441542,否,5,0
离异,t,UN,0,4,2.522154264,5,has,0,0,0,3.332240224,UN,是,1,0.5,3.943521672,1.5,3,y,y,3.617033644,否,10,0
未婚,y,专科,m,4,1.659408332,8,no,0,0,0.7,1.960094784,否,否,0,0,1.757857918,0.02,0.6,y,y,3.617033644,否,4,1
未婚,y,专科,h,4,0,1,no,0.2,0,0.3,0,否,否,0,0,0,0.42,0.6,y,y,3.617033644,否,3,0
已婚,t,专科,h,4,0,1,no,0.2,0,0.3,0.09531018,否,否,0,0,0,0.42,0.6,UN,y,3.617033644,否,2,1
已婚,m,专科,h,2,0,0,no,0.15,0.4,5,0,是,是,0,0,4.795790546,5.25,7.5,UN,UN,4.158883083,否,10,0
已婚,t,本科,m,2,1.802864249,7,has,0.2,0.3,4,2.079441542,是,是,1,2.11,3.387774361,0.97,4.4,y,y,2.960105096,否,8,0
未婚,t,高中,m,4,2.299038812,7,has,0.1,0.3,2,2.370243741,否,否,1,0.89,2.151762203,0.92,2.6,y,y,3.317815773,否,3,0
未婚,t,专科,h,4,0,0,no,0,0,1,0,是,是,0,1,4.624972813,2.36,4.8,y,y,3.433987204,否,10,1
离异,t,本科,m,2,0,6,has,0.1,0.25,5,0,否,是,1,0.77,1.824549292,3.43,6,UN,y,3.540959324,否,6,1
已婚,t,大专,m,2,0.568547212,4,no,0.5,0.6,3,0.955511445,是,是,0,0.7,3.109060959,2.59,4.7,y,UN,2.026831591,否,7,0
离异,m,本科,m,4,0,0,no,0,0,0.4,0,是,是,0,0,3.887730313,0.12,0.6,UN,y,2.995732274,是,4,1
已婚,m,专科,h,2,0.259128265,5,no,0,0.3,3,1.375738847,是,是,0,0.25,3.877431561,3.95,6,y,UN,3.258096538,否,15,1
已婚,m,专科,m,4,1.48790264,5.597058824,na,0.15,0.3,0.8,2.160844862,是,否,0.545454545,0.4,3.465735903,2.75,4.5,y,y,3.433987204,是,12,1
已婚,t,高中,m,4,0,1,no,0,0,0.4,0.262364264,否,是,0,0,0.693147181,0.27,0.6,y,y,0.916290732,否,6,1
未婚,t,专科,h,2,0.456665065,2,no,0.4,0.5,5,0.693147181,否,是,0,0.34,1.840549633,1.98,3.32,y,y,2.116255515,否,10,0
已婚,t,本科,m,4,3.464278591,21,has,0,0,3.5,2.160844862,否,否,1,0,0.182321557,-2.49,0.3,y,y,3.617033644,否,4,0
未婚,t,专科,m,4,0,0,no,0,0,3,0,是,否,0,0,0,-0.39,0.3,y,UN,0.292669614,否,3,1
已婚,e,初中,h,2,2.187017102,14,has,0.3,0.4,3,2.379555393,是,是,1,1.87,3.198673118,2.23,5.86,y,UN,2.197224577,否,8,0
已婚,t,高中,h,4,0,0,no,0,0,0.3,0,否,是,0,0,0.182321557,0.42,0.6,y,y,0.405465108,否,4,0
已婚,t,专科,h,4,0.73212748,4,has,0.06,0.29,3,2.079441542,否,是,1,0.6,4.043051268,5.91,9.3,y,y,5.536546555,否,18,0
离异,t,高中,m,4,1.343308569,2,has,0,0,0.3,1.375359796,是,是,7,0,3.713572067,0.05,0.6,y,y,3.617033644,否,6,1
已婚,m,高中,h,4,0.35641491,2,no,0.15,0.2,0.4,0.832909123,否,是,0,0.12,0.336472237,11.14,1.625,y,y,2.489520987,否,7,0
离异,e,本科,h,2,0,8,no,0.15,0.4,5,0,否,否,0,1.3,3.931825633,1.3,8.25,n,y,4.077537444,否,10,0
已婚,t,本科,h,2,2.915974525,19,no,0.25,0.35,6,3.481243166,否,是,0,7.32,4.784988613,1.08,12,y,y,3.90197267,否,8,0
已婚,t,专科,m,3,0.52608855,9,has,0.05,0.1,3,2.261763098,是,是,1,0.37,3.044522438,1.59,2.8,UN,y,4.350277936,否,10,0
已婚,t,本科,h,4,1.495036652,5,has,0.2,0.525,1,2.079566534,否,是,1,0.39,1.589235205,1.36,2.5,n,UN,2.708050201,否,15,1
离异,e,专科,m,4,1.48790264,5.597058824,na,0,0,0.3,2.160844862,是,是,0.545454545,0,1.515127233,0.12,0.6,y,y,0,是,5,1
已婚,t,专科,m,4,0,2,no,0,0,1,0,否,否,0,0.03,0.832909123,0.95,0.98,UN,y,1.223775432,否,5,1
已婚,m,本科,m,3,2.044241734,18,has,0.4,0.5,10,3.753027274,是,是,1,2.86,4.759606539,11.14,20,UN,y,5.866468057,否,20,0
已婚,t,专科,l,4,0,6,no,0,0,0.7,0.667829373,否,是,0,0,1.029619417,0.16,0.6,y,UN,0.693147181,否,9,0
未婚,t,专科,m,4,0,0,no,0,0,0.4,0,是,否,0,0,3.871201011,0.22,0.6,y,y,3.617033644,是,4,1
已婚,m,本科,h,4,1.08973971,3,no,0,0.75,1,1.252762968,是,是,0,1.85,1.029619417,0.845,3.85,n,y,3.456316681,否,10,0
已婚,m,专科,m,4,2.465349992,12,no,0,0,0.5,2.761350813,否,是,0,0,2.472327868,-1.88,0.6,y,y,0.693147181,否,4,1
已婚,t,专科,m,3,2.025170133,13,no,0.1,0.3,4.5,3.201729666,是,否,0,2.5,3.077312261,1.11,5.17,y,y,3.5085559,否,8,0
未婚,m,专科,l,4,1.48790264,5.597058824,na,0,0,0.6,2.160844862,UN,是,0.545454545,0,3.624340933,0.22,0.6,n,y,3.617033644,是,4,1
离异,t,专科,m,3,1.159770102,6,no,0.125,0.3,5,2.944438979,是,是,0,0,3.892840186,3.9,6,UN,y,3.879499814,否,10,0
已婚,t,本科,h,4,0.355083679,5,has,0.2,0.5,0.8,2.116255515,否,是,1,0,0.336472237,0.42,0.6,y,UN,0.854415328,否,10,0
已婚,m,专科,m,4,0.929206957,2,no,0,0,0.3,1.193922468,否,是,0,0,0.916290732,0.42,0.6,y,y,0.405465108,否,4,0
已婚,y,专科,m,4,1.503121384,5,no,0,0,0.3,1.526056303,是,否,0,0.35,1.386294361,0.308,0.94,y,y,0.664078758,否,4,0
离异,t,UN,0,4,1.462468055,6,no,0,0,0,2.442347035,UN,是,0,0,3.387774361,-1.68,0.6,y,y,1.609437912,否,10,0
已婚,m,专科,h,3,0.324977857,12,has,0.4,0.5,5,1.801198118,否,是,1,0.56,3.433987204,2.1,8,UN,UN,2.4765384,否,12,1
已婚,e,高中,h,4,1.723694738,5,has,0.2,0.3,10,2.261763098,是,是,1,7.58,5.365882553,3.97,16.5,y,y,4.02356438,否,10,0
离异,t,专科,l,4,0.052402679,3,no,0,0,0.25,0.470003629,否,是,0,0,0,0.42,0.6,y,y,0.470003629,否,3,1
已婚,m,大专,h,3,0,6,has,0.2,0.3,6,0,是,否,1,4.4,3.433987204,1.2,8,y,y,3.36729583,否,8,0
已婚,e,专科,h,4,0.428269761,5,no,0.5,0.6,0.5,0.946354261,否,是,0,0,0,0.42,0.6,n,y,3.617033644,否,3.4,0
未婚,t,专科,h,4,1.805530873,4,has,0,0,0,2.797281335,否,是,1,0,4.356708827,0.42,0.6,y,UN,3.617033644,否,4,1
已婚,y,专科,h,4,0.91384775,5,no,0,0,1,2.208274414,是,是,0,0,1.064710737,-0.09,0.3,y,y,1.458615023,否,10,1
未婚,t,专科,l,4,0.32570014,2,has,0.4,0.6,1,0.530628251,是,否,2,0,0,0.21,0.3,y,y,0.976293984,否,4,1
未婚,y,本科,m,4,0.821408461,5,no,0,0,0.8,1.960094784,是,是,0,0,1.410986974,-0.17,0.3,n,y,0.470003629,否,5,1
未婚,t,专科,m,4,1.128171091,3,has,0,0,0,1.410986974,否,是,1,0,1.193922468,0.42,0.6,UN,y,3.617033644,否,1,0
未婚,y,专科,l,4,0.282393111,1,no,0,0,0.3,0.916290732,否,是,0,0,3.681351188,0.42,0.6,UN,y,0,否,4,1
离异,e,高中,l,4,0.351994005,1,no,0,0,0.9,0.693147181,否,是,0,0,0,-0.21,0.6,y,y,0.59663628,否,3,0
已婚,t,高中,m,4,0.162628923,1,has,0,0,0.3,0.182321557,是,否,1,0,3.467921014,0.42,0.6,y,y,0.693147181,否,4,1
未婚,y,本科,m,3,1.495821186,10,no,0.35,0.5,4,1.931521412,是,是,0,0.26,1.735189118,1.63,2.7,y,y,2.549445171,否,10,1
已婚,t,专科,l,4,1.442887337,2,has,0,0,0.3,1.740466175,是,是,1,0,0,0.42,0.6,n,y,0.262364264,否,5,0
已婚,m,专科,m,4,1.232735173,27,has,0.25,0.35,10,3.471854645,否,是,1,3.366,0,2.45,8.31,y,n,3.487375078,否,8,0
离异,m,专科,h,4,2.297863966,9,no,0.2,0.3,2.5,2.617395833,否,是,0,1.16,3.020424886,0.47,2.328,y,UN,2.079441542,否,8,1
已婚,m,初中,m,3,1.48790264,5.597058824,na,0.15,0.35,10,2.160844862,是,否,0.545454545,1.195867052,3.647937269,0.02,0.6,y,UN,5.705780477,是,10,1
未婚,t,专科,l,4,1.437201331,9,has,0,0,0.2,1.677096561,否,是,2,0,0,0.42,0.6,y,y,0.339182845,否,3,0
已婚,t,高中,m,3,2.520169219,15,has,0.325,0.4,7,3.662794685,是,是,1,6.15,1.83736998,0.857,10.01,y,y,3.010620886,是,10,1
已婚,e,专科,l,4,0.670185569,8,no,0,0,0.8,3.288215303,否,是,0,0,0,0.19,0.6,y,y,0.611665939,否,5,1
未婚,y,专科,l,2,0.764723379,2,no,0,0,0.4,1.740466175,是,是,0,0,3.919991175,0.17,0.6,y,y,3.617033644,否,4.5,1
已婚,t,专科,h,4,1.362513832,6,has,0.3,0.4,1.5,1.731531644,是,是,1,0,3.979681654,0.19,1.1,y,y,3.617033644,是,6,1
已婚,m,专科,h,2,1.789105952,2,has,0,0,0.5,2.636632965,否,是,1,0,0,-0.28,0.6,UN,y,3.617033644,否,2,0
已婚,t,专科,l,4,0,0,no,0,0,0.7,0,否,是,0,0,3.572345638,0.16,0.6,UN,y,3.617033644,否,8,0
已婚,t,本科,h,4,0.479706405,11,no,0,0,0.3,3.397861825,否,是,0,0,3.737669618,-0.08,0.6,y,UN,0.693147181,否,1,0
已婚,m,本科,h,2,0.46624658,7,has,0,0,0,2.001493514,否,是,1,0,0.385262401,0.42,0.6,UN,UN,3.617033644,否,2,1
已婚,m,高中及以下,h,2,1.48790264,5.597058824,na,0.3,0.5,0.6,2.160844862,否,是,0.545454545,1.195867052,3.647937269,0.05,0.6,UN,UN,2.667228207,否,3,1
已婚,t,本科,h,2,0.084892467,8,no,0,0,0.4,1.233114044,否,是,0,0,0.09531018,0.32,0.6,UN,UN,0.494696242,否,1.2,0
未婚,y,本科,h,2,1.48790264,5.597058824,na,0,0,0.2,2.160844862,否,是,0.545454545,0,0.270027137,0.32,0.6,UN,UN,0.262364264,否,1,0
已婚,t,本科,l,2,1.240343306,9,no,0,0,0.3,2.750470917,是,是,0,1.195867052,3.647937269,0.22,0.6,UN,y,0.615185639,否,1,0
离异,m,本科,l,2,1.34338686,6,has,0,0,0.3,1.526056303,否,是,1,0,0,0.32,0.6,UN,UN,0.576613364,否,1,0
已婚,t,专科,h,2,0,0,no,0,0,0.3,0,否,是,0,0,0,0.21,0.3,UN,UN,0.470003629,否,1,1
已婚,m,本科,h,4,1.395055867,6,no,0,0,0.9,2.509599262,否,是,0,0,3.555348061,-0.18,0.6,y,y,0.494696242,否,2.4,0
离异,e,专科,h,4,1.48790264,5.597058824,na,0,0,1.5,2.160844862,否,是,0.545454545,0,0,-0.58,0.6,UN,UN,0.494696242,否,2,1
已婚,m,专科,h,4,0.038162461,5,no,0,0,0.3,0.993251773,否,是,0,0,0,0.42,0.6,y,UN,3.617033644,否,2,0
已婚,e,专科,h,4,0,1,no,0,0,0.6,1.386294361,否,是,0,0,0,0.42,0.6,y,y,0.559615788,否,10,1
离异,e,本科,h,2,0.445326642,6,no,0,0,0.5,2.577181926,否,是,0,0,3.935739532,0.19,0.3,UN,UN,3.617033644,否,3,0
未婚,t,专科,m,2,0,0,no,0,0.3,2,0,否,是,0,0,4.060443011,-0.48,0.6,UN,UN,3.617033644,否,5,0
已婚,e,高中,m,3,0.771912149,3,no,0,0,0.5,1.223775432,是,是,0,0,3.417726684,-0.08,0.6,y,UN,3.617033644,否,2,0
已婚,m,本科,m,2,0,0,no,0,0,0.8,0,否,是,0,0,2.151762203,-0.04,0.6,UN,UN,3.617033644,否,5,0
已婚,m,本科,m,3,1.783744098,7,has,0.02,0.1211,0.8,2.996856641,否,是,2,0,0,0.12,0.6,UN,UN,3.617033644,否,2,0
已婚,t,本科,m,3,0.651387246,2,no,0,0,0.9,0.916290732,否,是,0,0,4.025351691,0.12,0.6,UN,UN,3.617033644,否,10,0
已婚,m,高中及以下,h,2,0,2,no,0.3,0.5,1.5,0.693147181,否,是,0,0,1.036736885,0.66,0.6,UN,UN,0.741937345,否,2,1
未婚,t,专科,h,2,1.48790264,5.597058824,na,0,0,0.2,2.160844862,否,是,0.545454545,0,1.589235205,0.37,0.6,UN,UN,3.617033644,否,1,1
已婚,t,本科,h,2,0.403529903,2,has,0,0,0.3,1.252762968,否,是,2,0,0,0.27,0.6,UN,UN,3.617033644,否,1,1
已婚,e,本科,h,2,0,5,no,0,0,0.5,1.504099619,否,是,0,0,1.945910149,0.27,0.6,UN,UN,3.617033644,否,1.5,1
已婚,t,本科,h,2,1.600397168,2,no,0,0,0.3,1.945910149,否,是,0,0,0,0.42,0.6,y,UN,3.617033644,否,1.2,1
已婚,t,本科,m,3,1.648677856,9,no,0,0,0.8,3.135494216,否,是,0,0,0,-0.08,0.6,UN,UN,3.617033644,否,1,1
已婚,m,本科,h,4,0.397029629,2,has,0,0,0.3,2.970414466,否,是,1,0,0,0.28,0.6,y,UN,3.617033644,否,5,1
离异,m,本科,h,4,1.48790264,5.597058824,has,0,0,0.3,2.160844862,否,是,1,0,0,0.37,0.6,UN,UN,0.587786665,否,5,1
已婚,m,本科,h,2,1.528943436,15,has,0,0,0.4,2.967852211,否,是,1,0,0,0.22,0.6,UN,UN,3.617033644,否,1,1
已婚,e,本科,h,2,0.731887009,10,no,0,0,0.4,3.120442373,否,是,0,0,0,0.32,0.6,UN,UN,0.445454756,否,1,1
已婚,t,专科,h,2,1.48790264,5.597058824,UN,0,0,0.3,2.160844862,否,是,0.545454545,0,0,0.27,0.6,UN,UN,0.2749767,否,1,0
已婚,e,本科,h,4,1.48790264,5.597058824,UN,0,0,0.5,2.160844862,否,是,0.545454545,0,0,0.42,0.6,UN,UN,0.405465108,是,3,1
